athiyk,spirit,null,fpe
atsar,catch,null,Julienne_Noquar
atsarin,catching,null,Julienne_Noquar
atse,catches,null,Julienne_Noquar
atsus,caught,null,Julienne_Noquar
au,near,null,fpe
auflaque,dog,null,Tameria_Melohwar
auflaque,jackle,null,Tameria_Melohwar
auflaqui,dogs,null,fpe
autna,granddaughter,null,kishmesia
avariel,eternity,null,TheUndead
avelxune,spied,null,fpe
avuna,fury,null,dragon_flami
awni,soup,null,lord_of_karrots
awylir,unwary,null,nwilson3
axsa,damnable,null,fpe
azbahar'uss,supremacy,null,fpe
b'ahlach,beholder,null,XxDrexlxX
b'luth'ol,arrow,null,
b'luthel,bolt,null,xaeon
b'luthyrr,bow,null,
b'na shuir,diluito,null,syldor
b'varess,recall,null,chaosdrow
b'vecko,strange,null,deavek
ba'uren,ankles,null,fpe
bahk'tess,dominate,null,fpe
bahk,dominant,null,fpe
bakha,manuer,null,Glacieral Fears
barra,shadow,null,
bashuk,honour,null,duke_rathias_of_angelica
baur,ankle,null,fpe
baut'wael,student,null,OlidDrow
bauth,about,null,
bauth,around,null,
bautha,dodge,null,
bautha,to dodge,null,
bein,busy,null,fpe
bekea,wise,null,fpe
bel'la'n,honoring,null,Julienne_Noquar
bel'la,honor,null,
bel'la,thank,null,
bel'la,to honor,null,
bel'la,to thank,null,
bel'laon,praising,null,Julienne_Noquar
bel'laton,thanking,null,Julienne_Noquar
belaern,profit,null,
belaern,wealth,null,
belasco,satan,null,BBT1
belbau,give,null,
belbau,to give,null,
belbaue,gives,null,Niikkt_Arvanon
belbaun,giving,null,pro12543
belbaunin,given,null,Julienne_Noquar
belbaus,gave,null,Julienne_Noquar
belbol,gift,null,
beldraein,building,null,c_y_a_wolf
beldro,create,null,
beldro,to create,null,
belgareth,maze,null,DragonWitch4
belggir,braggart,null,aoikaity
bihurr,explain,null,cyane_
bindo,bindo,null,
bista,short,null,Gerbig
biu,an,null,dryzen
blada,council,null,fpe
blyn,seven,null,
blynar,seventh,null,
blynol,several,null,
bneir'pak,shoot,null,syldor
bol,item,null,
boron,advantage,null,jvanzanen
br'ornen,bask,null,jedi_pikachu25
bran,loud,null,fpe
brane',annoying,null,fpe
bri,covered,null,fpe
briz'esii,distinguish,null,joxter
bronretla,wonderful,null,thayne
brorn,surprise,null,
brorn,wonder,null,merick360
brorna,suprises,null,
brou'ka,pitiful,null,fpe
brou,pity,null,fpe
brouen,pities,null,fpe
bry,heel,null,fpe
brygn,heels,null,fpe
bryklyth,tangled,null,fpe
buat'leb,sphere,null,fpe
buki,bloody,null,kethen
bura'u,obtain,null,Julienne_Noquar
bura'ue,obtains,null,Julienne_Noquar
bura,obtained,null,fpe
bwael,good,null,
byr,other,null,
byrren,others,null,Julienne_Noquar
c'nros,witch,null,Drowlover
c'rintri,noble drow,null,
c'rintrin,nobles,null,
c'thlan,cope,null,Themoonschyld
cahallin,food,null,
cahlev'dar,ophidian,null,viaxus
cahlind,snake,null,viaxus
cal'tuu,eaten,null,fpe
cal,eat,null,
calestio,pleasing,null,assassindemon
calice,cower,null,akanLsdrow
caluss,eater,null,fpe
calussai,eaters,null,fpe
canakkzak,mentality,null,mwarnet
cas,gets,null,Syntax_Acid
ceagrass,ale,null,deavek
cel'droth,brew,null,talons_fury
cha'kohk,curse,null,folidraltere
cha'kohkev,cursed,null,genetif
cha'ol,incense,null,
chaer'el,armorer,null,Immes1
chaon,business,null,fpe
char'riss,message,null,chaosdrow
charnag,deep,null,fpe
charnaggen,depths,null,Julienne_Noquar
chath-palar,pyre,null,Julienne_Noquar
chath,fire,null,
chath,flame,null,
che'el,city,null,
chi',betray,null,adrienne
chi'dilok,fallen paladin,null,fpe
chi'qazz,effulgent,null,arabwel
chi'us,betrayed,null,gothicprophet
chiana,betrayal,null,irishdragondream
chillala,underwear,null,despaxas
chitt,stench,null,fpe
chkazzk,clashing,null,arabwel
chu,comes,null,kethen
cie attle,intimidate,null,
cielra,mysterious,null,duke_raithias_of_angelica
ciiholtryui,godess,null,fpe
clau,dick,null,animal25_17
clete,dancer of,null,
clor,rite,null,fpe
clorrh,rites,null,fpe
cluta,knuckle,null,fpe
clutan,knuckles,null,fpe
co'ce,cook,null,drowboy
co'nbluth,non-drow,null,stephen
colbauth,known way,null,
colnbluth,outsider,null,
comson,crimson,null,Great Soulz
conamori,comfort,null,reiforce18
contri,access,null,jvanzanen
contrir,accessed,null,jvanzanen
corl,bicep,null,fpe
corlae,biceps,null,fpe
cot'rhea,commence,null,dryzen
crastia,apple,null,ahramits
craz,brat,null,arabwel
cress,web,null,fpe
cressen,webs,null,fpe
cretok,orc,null,Hyrule
cri'n,crying,null,Tigger
crup,blame,null,fpe
crupen,blames,null,fpe
crupowl,blamed,null,fpe
cruprou,blaming,null,fpe
cryso,rose,null,psyco7976
crysos,roses,null,zweasel0
cth'ral,calico,null,drow12apist
cu'thezth,compared,null,bridghid_clan_tremere
cuass'ili,room,null,RobertHowell
d',of,null,
d'anthe,dear,null,Sebrylla
d'aron,knight,null,gideonnightblade
d'feza,ode,null,arabwel
d'issan,dawn,null,fpe
d'jal,all of you,null,Mangacyberpunk
d'lil,of the,null,fpe
d'nilok,paladin,null,fpe
d'ril,although,null,
da'ramy,daydream,null,Drizztwolf
da're,arm,null,
da'rex,arms,null,fpe
da'ur,leg,null,
da'uren,legs,null,tarlynphin
da'urzotreth,kick,null,blade_x22
dacrenah'crenah,kamehameha,null,jedi_pikachu25
daewl,wish,null,daernae
daewle,wishes,null,Julienne_Noquar
daewlin,wishing,null,Julienne_Noquar
daggar,keeshe,null,ahramits
dajakk,fix,null,blackelf54321
dajjin'sl,cunt,null,
dal,from,null,
dalda',from,null,
dalhar,child,null,
dalharen,children,null,
dalharil,daughter,null,
dalharil,daughter,null,
dalharuk,son,null,
dalharuk,son,null,
dalninil,sister,null,
dalninin,sisters,null,caradine76
dalninuk,brother,null,
dalzhind,history,null,Apparatchika
darthien,elves,null,
darthiir,fairies,null,cwhite
darthiir,surface elf,null,
darthiir,surface elves,null,jvanzanen
darthiir,traitors,null,cwhite
darthirii,elf,null,draco793147926
daur,leg,null,fpe
daxunyrr,savior,null,
dazzan,race,null,anadrel
de',of,null,
deg'rabah,trespass,null,fpe
degahr,trouble,null,Ilythiiri_Jallil
deis,dreams,null,shadowfay
deisenin,dreaming,null,legna_soahc
dek'za,legion,null,fpe
del,of,null,
della,told,null,Gerbig
delmah,home,null,Marc
delomaeth,obsession,null,har_ganeth
derfi awni,chicken soup,null,lord_of_karrots
derfi,chicken,null,lord_of_karrots
dero'lyle,possession,null,har_ganeth
derothel,implements,null,fpe
deshmal,bye,null,deavek
desu,often,null,fpe
detholar,choose,null,Julienne_Noquar
detholare,chooses,null,Julienne_Noquar
detholin,choosing,null,Julienne_Noquar
detholus,chose,null,Julienne_Noquar
detholusin,chosen,null,Julienne_Noquar
dhrakta,rapier,null,LtColonelFalcon
dhyn,mortal,null,daernae
dhynen,mortals,null,nemesis
dispur,abjure,null,jvanzanen
ditronw'urn,rightful,null,Julienne_Noquar
ditronw,right,null,Alien_montti
do'bauth,to escape,null,
do'bauthin,escaping,null,
do'suul,outside,null,
dobluth,outcast,null,cwhite
dobluthan,outcasts,null,fpe
dobor,door,null,deavek
doboren,doors,null,Julienne_Noquar
doeb,out,null,
doer,come,null,
doera,become,null,elven_heart
doerrus,came,null,Julienne_Noquar
dofith,flee,null,wyverin
dofithin,fleeing,null,Julienne_Noquar
dol'ruth,passing,null,doggone
dormagyn,save,null,dragon_flami
dorn,i'll,null,khidd_the_eternal
dorthan,aids,null,jvanzanen
dortho,aid,null,jvanzanen
dos,you,null,
dos'misun,misjudge,null,
dosib,fucking,null,lord_of_karrots
dosman,gentle,null,fpe
dosst,your,null,
dossta,yours,null,
dosstan,yourself,null,
dothka,drider,null,xxdrexlxx
dothkarn,driders,null,fpe
draa,two,null,
draakarliik,ettin,null,viaxus
drada,second,null,
draeval p'los,past,null,gonerz
draeval,time,null,
draevalen,times,null,deventaraen
dragazhar,underdark bat,null,nemesis
draix,center,null,fpe
drasv,year,null,Julienne_Noquar
drasven,years,null,Julienne_Noquar
draszith,twenty,null,
draszithar,twentieth,null,
drathir,moon,null,fpe
dregzt,drag,null,delthesbavi
drejan,frost,null,fpe
drelber ulm,umber hulk,null,titzlin
drewst,remove,null,
drider,half-spider,null,
drider,half-drow,null,
drin,reasons,null,reiforce18
drital,drink,null,fpe
dritalk,drinks,null,Syntax_acid
drizlah,tall,null,Tameria_Melohwar
drizlahrit,taller,null,Tameria_Melohwar
dro'us,lived,null,Julienne_Noquar
dro'xun,survive,null,
dro'xundus,survival,null,
dro'xunen,survives,null,fpe
dro'xunou,surviving,null,fpe
dro'xunus,survived,null,fpe
dro,alive,null,
dro,life,null,
dro,live,null,Rogue_Blackstar
drokk,fist,null,gideonnightblade
drolnar,assasin,null,anthrax
drostan,metal,null,fpe
dryss'ho,gather,null,dryzen
du'ased,blessed,null,SpyderWebZ18
du'nherz,casually,null,burnt_16
duanda,mistake,null,kethen
dubo,hard,null,fpe
duergan,dwarves,null,
duergar,deep dwarf,null,
duk'tak,executioner,null,stephen
dumo,bless,null,selkiemaid
dumoas,blessing,null,deavek
duranfeh,conviction,null,Julienne_Noquar
duranfehen,convictions,null,Julienne_Noquar
dus'kin,devious,null,tjlongshore
dusqup,doomed,null,Fizziewillie
duucald,combat,null,TheUndead
duul'sso,free,null,Lolath_Cryso
dwalc,lonely,null,anthrax
dyne,perfection,null,andsoicry
dyunhk,likes,null,cs636
e'spdon,archmage,null,Thanos_nihil
e'trit,filth,null,eanbrowley
e'ussus,stoke,null,fpe
eairthil,grounds,null,fpe
eairthin,ground,null,Diablomanx666x
echk,hi,null,fpe
edonil,twilight,null,tarragon
eemsorr,awesome,null,M_Kindre
eeoctsl,coolest,null,M_Kindre
ehmtau,owns,null,fpe
ehmtrud,owned,null,fpe
ehmtu,own,null,Ah_Neteri
ehmtu,posses,null,Ah_Neteri
ehmtua,owner,null,fpe
eit'jae,implore,null,anakin_noquar
el'inssrigg,inn,null,
el'inssring,tavern,null,
el'lar,non-noble house,null,
el,die,null,
elakar,thy,null,dsharp
elam'aph,devoted,null,VenoDSheba
elamshin,destiny,null,
elamshin,the will of lloth,null,
elamshinae,favor,null,
elamshinae,grace,null,
elar,dies,null,Niikkt_Arvanon
eld'chalok,poisonous,null,arabwel
ele,why,null,fpe
elemmiire,star,null,thalia darkchyld
elend,traditional,null,
elend,usual,null,
elendar,continue,null,
elendar,endure,null,
elendarin,continuing,null,Julienne_Noquar
elg'belbau,cruse,null,viconiadjevik
elg'cahal,to poison,null,
elg'cahl,poison,null,
elg'car,complain,null,
elg'car,whine,null,
elg'caress,bitch,null,
elg'caress,hag,null,
elg'carin,complaining,null,shwaine
elg'carin,whining,null,shwaine
elg'hasek,ranger,null,warblade00
elge,destruction,null,arabwel
elgg,destroy,null,
elgg,kill,null,
elgg,slay,null,
elggat,destroyed,null,spider.keiikui
elggen,killed,null,anadrel
elggin,killing,null,fpe
elggor,dying,null,
elggur,killer,null,azuremystique
elghinyrr'fearn,lich,null,pika_a_chu2000
elghinyrr,dead,null,
elghinyrrok,deadly,null,arabwel
elghkhel,skeleton,null,Julienne_Noquar
elghkhellen,skeletons,null,Julienne_Noquar
elghliik,skull,null,Julienne_Noquar
elghliiken,skulls,null,Julienne_Noquar
elgluth,scourge,null,
elgluth,whip,null,
elrie,crush,null,elven_heart
els'qatyu,arbiter,null,mitthik_thra_nondo
els'qatyu,arbitrator,null,mitthik_thra_nondo
eluith'orth,faith,null,dilnyrae_auvryndar
emp'poss,job,null,evilgod
emplaniilid,fulfilled,null,uncletas
emptrem,jasmine,null,m_egger
endar,different,null,
enrot,enslave,null,fpe
enrothe,enslaved,null,Dreeder123
entarer,ornament,null,jovi_h
equidai,skill,null,dryzen
er'griff,only,null,Lolath_Cryso
erg'les,question,null,delthesbavi
erkd'fe,study,null,cyane_
erl'elee,embrace,null,elven_heart
eroln,orcs,null,viaxus
errdegahr,demon,null,finus_myra
errgan,mostly,null,kylianthalasa
erth'netora,summer,null,deave
erthe,winter,null,selkiemaid
esaph,alike,null,
eszak,worry,null,cyane_
et'zarreth,arse,null,lowender
euol,gem,null,
evagna,forgive,null,SailorJupitor64
evven'to,rape,null,evilgod
ezsakil,worried,null,fpe
ezual,saying,null,innocentkiiier
f'sarn,i'm,null,SiliconMaje
fa'la zatoast,bastard,null,KenMyers56
faer'atca,magical attack,null,
faer,magic,null,
faerbol,magic item,null,
faerl,magical,null,
faern,wizard,null,
faernen,wizards,null,zweasel0
faerz'ol,spellbook,null,
faerz'ress,magical strength,null,anadrel
faerz'un'arr,seeress,null,
faerz'undus,magic spell,null,
fahliell,warlock,null,
falann,spring,null,pallidembrace
falanni,stream,null,pallidembrace
falduna,praise,null,fpe
faldunan,praises,null,Julienne_Noquar
falma,wave,null,thalia darkchyld
falmar,waves,null,thalia darkchyld
farjali,precious,null,Enigmatic_Mist
fashka,force,null,mwarnet
fay'laph,savor,null,dyzen
feher,puppy,null,fpe
feheri,puppies,null,fpe
feir,far,null,dryzen
feithin,waiting,null,Julienne_Noquar
felah,further,null,fpe
fergin,pussy,null,lord_of_karrots
feryxonis,underground,null,www.Dragon_Flami
fetear,blazing fire,null,assassins_blade
fielthal,contribution,null,
fin'rai,harvestor,null,robimsom
fjolla'danne,incompetence,null,webmaster
flamgra'in,burning,null,Julienne_Noquar
flamgra,burn,null,fpe
flasmix,energy,null,dragon_flami
flatu'lar,fart,null,mrman12
fle'nruid,limit,null,dara_eve
floh'l,follower,null,bad_seed
flohlu,follow,null,empressalexandra
fol,some,null,
folbol,something,null,
foldraeval,sometime,null,LrdArystar
foldraevals,sometimes,null,LrdArystar
folggash,friendship,null,mwarnet
folkhel,somebody,null,
folt,such,null,
foluss,someone,null,
fotus,forth,null,fpe
fre'sla,stand,null,witchlocke
fridish,salute,null,fpe
fridj,just,null,Alien_montti
frin'kla,overload,null,X_File_ca
fris,sent,null,Syntax_acid
frustration,rebanouim,null,fpe
fuer'yon,beast,null,fpe
fuma,family,null,deavek
g'jahall,defeat,null,fpe
g'rftte,thanks,null,fpe
g'waeklyth,entangled,null,fpe
g'yutri,outsmart,null,fpe
gaalsh'li,secular,null,esgalduin
gaer,there,null,
gajak,later,null,cyane_
gajen,late,null,deadlyraven
galla,trying,null,desertelfendi
gar'ven,pleasant,null,fpe
gareth,strong,null,xvxadidasxvx
garr,gargoyle,null,TheUndead
genialaa,lifts,null,fpe
ghefna,quickest,null,mdnghtwarrior
ghil,here,null,
gi'shal,squish,null,angelwolf
gi,oh,null,lord_of_karrots
gil'ssrigghinn,anyway,null,evilgod
glenn,soldier,null,glennsilverling
glin'seir,hooking,null,fpe
glin,hook,null,fpe
glinoth,hooked,null,fpe
gluesa,cheese,null,ElvenGM
go'h,pig,null,fpe
go'hi,pigs,null,crystalcgresham
gol'ssinss,goblin lover,null,azuremystique
gol,goblin,null,fontani.marco
golhyrr,ruse,null,
golhyrr,trap,null,
golhyrr,trick,null,
goln,goblins,null,cwhite
gordo,whole,null,reiforce18
goros,till,null,fpe
gos,goes,null,reiforce18
gotfrer,forget,null,Forget
gow,oder,null,fpe
gow,smell,null,fpe
gragg'reth,violation,null,fpe
gragg,violate,null,fpe
gre'as'anto,peace,null,graetarob
grentza,oral,null,mikew29
groova,trip,null,bngfrank
growg,pincer,null,fpe
growgeg,pincers,null,fpe
grt,wit,null,Lady_Kalbrin
gu'e,hey,null,fpe
gukluth,seemed,null,fpe
gul,ghost,null,cptbeefhart
gultah,offer,null,Lace_Ethereal
gumash,could,null,deavek
gurrouh,yuck,null,AngelWolf
guta,hug,null,gtrem
guu'lac,doubt,null,Chath_Cryso
guuan,wake,null,cyane_
guy'ya,bear,null,deavek
gyolaen,oppose,null,fpe
gyot,pose,null,fpe
h'ralenk,poke,null,jsadams
h'ros,can't,null,jsadams
h'sievss,prophecies,null,adrienne
h'sievssrig,prophecy,null,adrienne
h'sievssruk,prophecied,null,adrienne
h'uena,once,null,fpe
ha'ishe,sucks,null,hoxu84
ha'uren,thighs,null,fpe
hacral,hobbit,null,Hyrule
halisstrad,mystery,null,joymylove
halrathn,saber,null,balsib
halt,thick,null,Syntax_Acid
har'dro,earth,null,
har'luth,conquer,null,
har'ol,cave,null,
har'ol,cavern,null,
har'olen,caverns,null,AgesOfDespair
har'oloth,the underdark,null,
har'oloth,underdark,null,f_marco80
har,ear,null,VenoDSheba
haranth,earring,null,fpe
hargluk,dwarf,null,
harglukkin,dwarves,null,
harl'il'cik,kneel,null,
harl,below,null,
harl,down,null,
harl,under,null,
harlil,bottom,null,elven_heart
harlor,stony,null,fpe
haruk,doom,null,fpe
harventh,cut,null,
harventh,sever,null,
harventhe,severs,null,Niikkt_Arvanon
harventhel,cutting,null,fpe
harventhus,severed,null,Niikkt_Arvanon
has'tras,monkey,null,fpe
haska,talking,null,spookypumkinpie
hass'l,mean,null,fpe
hasstn,angry,null,adorachevalier
haszak,illithid,null,cwhite
haszak,illithid,null,cwhite
haszakkin,illithids,null,
haur,thigh,null,fpe
hawressae,insolence,null,fpe
hawrest,insolent,null,fpe
heen,course,null,fpe
heeth,shape,null,WhiteWolf_Tigeress
heethir'ku,shapeshifter,null,WhiteWolf_Tigeress
hekbal,riptide,null,karlgibbens
henotep,almost,null,jvanzanen
her'op,lollipop,null,janpor
her'tan,guild,null,john_davis2001
heru'nga,support,null,fpe
hes'thar,laughs,null,watever
hiever,prophet,null,genetif
hiran,giant,null,fpe
ho'tuc,happening,null,Feiwongxgs
hojh,fail,null,
hojj,fails,null,fpe
hojjau,failed,null,
hojjl,failing,null,
hong'anto,tranquility,null,anakin_noquar
honglath,bravery,null,
honglath,calm,null,
houj,failure,null,
huela,five,null,
huelar,fifth,null,
hueszith,fifty,null,
hueszithar,fiftieth,null,
huk'treemal,fearfully,null,
huk'treemma,fearful,null,fpe
hull'phir,prefer,null,esgalduin
huthin,next,null,HiFaluton
hwesta,breeze,null,Julienne_Noquar
hwuen,until,null,
hyrr,item,null,
i'dol,way,null,azazel357
i'dollen,ways,null,Julienne_Noquar
i'nik,sand,null,fpe
i'sav,foundation,null,anakin_noquar
i'ssuri,mom,null,fpe
ib'ahalii,glory,null,BRINDI98
ib'leua,humble,null,VenoDSheba
ibhurral,explained,null,fpe
ibihurr,explains,null,fpe
iblith,excrement,null,
ichl,too,null,genetif
iglata,promise,null,fpe
iglatan,promises,null,Julienne_Noquar
iishry'dur,torcy,null,esgalduin
iiyola,treasure,null,cottoniiv
ikal'daka,wolves,null,fpe
ikkask,telling,null,gumby_16
il'kahtical,imbecile,null,duke_raithias_of_angelica
il'neathe,freaks,null,fpe
il'tess,awaits,null,fpe
il'yandrosa,treachery,null,peowens
il'yivera,attractive,null,darkdeliverance
il,she,null,
ilhar,mother,null,
ilhar,to mother,null,
ilharess,matron,null,
ilharessn,matrons,null,cwhite
ilharn,father,null,fpe
ilharn,patron,null,
ilhars,mothers,null,adrienne
ilhyrr'g,explanations,null,fpe
ilhyrr,explanation,null,fpe
ilindith,aim,null,
ilindith,goal,null,
ilinsar,amulet,null,
ilinsar,medalion,null,xcable666x
ilinsar,medalyn,null,
ilinsar,pendent,null,
ilkalik,halt,null,eablount
illing,bone,null,fpe
illistic,fragile,null,daconius
illithid,mind flayer,null,lordvoclam
illithor,eternal servant,null,fpe
illyiff,beam,null,galenf
ilniatu,club,null,ShadowangelX2000
ilninuk,uncle,null,cmarschall
ilquanthafer,fulfillment,null,yesman
ilro'e,exactly,null,fpe
ilstar,rule,null,curnack_the_drow
ilt,hers,null,
ilta,her,null,
iltan,herself,null,
ilthy'eo,equal,null,fpe
ilythiiri,drow,null,drow
ilythiirra,drowish,null,M_Kindre
in'loil,piece,null,fpe
in'loilfrey,shard,null,fpe
in'tuil,amount,null,damondrow
inalarn,impatient,null,blackelf54321
inbal,have,null,
inbalus,had,null,
inbau,get,null,
indar,similar,null,
indarae,opposite,null,
inhirt,afore,null,jvanzanen
inlul'cal,olive,null,adrienne
inlul'quar,imp,null,viaxus
inlul,small,null,
insaha,poking,null,gumby_16
inth,plan,null,
inth,scheme,null,
inth,stratagem,null,
inthel'og,rebellious,null,VenoDSheba
inthen,schemes,null,Julienne_Noquar
inthigg,agreement,null,
inthuul,cold,null,fpe
intooth,dragoon,null,www.ooji
inzormit,generation,null,fpe
iqualment,simultaneous,null,draco793147926
irr'jahk,reality,null,chaosdrow
ishrass'ur,tolerant,null,shadrack-elfe-noire
isilme,moonlight,null,Julienne_Noquar
isintol,interest,null,psyco7976
issluilling,collarbones,null,fpe
ist'a,vain,null,fpe
isto,night,null,mlgodin
istolla,nightfall,null,elven_heart
it'x,items,null,fpe
ivress,fingers,null,fpe
iz',as,null,
izil,able,null,jvanzanen
izil,as,null,
izilt,appreciate,null,jvanzanen
izilted,appreciated,null,jvanzanen
izin,allow,null,jvanzanen
izwin,known,null,lrdazure
izznarg,large,null,
j'nesst,woman,null,curnack_the_drow
ja'hai'n,accepting,null,Julienne_Noquar
ja'haie,accepts,null,Julienne_Noquar
ja'hai-na,accepted,null,
ja'hai,accept,null,
jabar,treacherous,null,mhuss
jabbress,mistress,null,
jabbuk,master,null,
jabplynn,error,null,viconiadjevik
jaed,ignorant,null,fpe
jak'li,elite,null,
jakluth,seeming,null,fpe
jal'klar,anywhere,null,fpe
jal'yur,already,null,HiFaluton
jal,all,null,
jala,any,null,
jalbol,anything,null,
jalbyr,another,null,
jalil'vedir,mounted fighter,null,Barracuta9
jalil,female,null,
jalilen,females,null,evilgod
jalkhel,anybody,null,
jallasat,tolerate,null,c_y_a_wolf
jallil,lady,null,fpe
jaluk,male,null,
jalukul,males,null,fpe
jaluss,anyone,null,
jas,top,null,Syntax_acid
jatha'la,big,null,fpe
jejik,maw,null,fpe
jess,fang,null,Syntax_acid
jesshc,fangs,null,Syntax_acid
jhal,but,null,
jhinrae,wine,null,
jhun,rune,null,fpe
jhunai,runes,null,fpe
ji,so,null,
jiala'in,laughing,null,Julienne_Noquar
jiala,laugh,null,xaeon
jihard,stick,null,KanjiofShi
jiku,rend,null,fpe
jil,jade,null,fpe
jilorbb,jade spider,null,AgesOfDespair
jimkal,loser,null,bbt1
jindurn,face,null,
jinique,property,null,sardisblaze
jiniquiln,properties,null,fpe
jiole,cool,null,fpe
jiv'elgan,torturer,null,Zero2Ninety
jiv'elgg,tortue,null,fpe
jiv'elgg,torture,null,
jiv'undus,pain,null,
jivvenn,plays,null,fpe
jivviim,harm,null,Tameria_Melohwar
jivviim,hurt,null,Tameria_Melohwar
jivviimil,hurted,null,fpe
jivvin,amusing,null,jvanzanen
jivvin,fun,null,
jivvin,play,null,
jivvuln,played,null,fpe
jivvust,playing,null,fpe
jlha'zen,gnome,null,Aneluki
jor,rat,null,fpe
jora,rats,null,fpe
joros,ask,null,fpe
jorosin,asking,null,Julienne_Noquar
jous,show,null,sardisblaze
jresh,scatter,null,fpe
juba,total,null,deavek
jugare,ok,null,deavek
jusith,flask,null,RobertHowell
jusron,wrath,null,neo_dietrich
jusst,questionable fact,null,arabwel
jyzumar,space,null,dragon_flami
k'lar,location,null,
k'lar,place,null,
k'rena,korina,null,kor_07
ka'lith,mercy,null,fpe
ka,if,null,
kaas,name,null,tas
kaaseel,names,null,fpe
kahzet,accord,null,fpe
kal'daka,wolf,null,cast_raven
kaliath',merciful,null,joxter
kalyar,illuminate,null,Julienne_Noquar
kalye,illuminates,null,Julienne_Noquar
kalyin,illuminating,null,Julienne_Noquar
kalyza,illumination,null,Julienne_Noquar
kampi'un,understand,null,Pyronic_Fiend
kampi'unus,understood,null,Julienne_Noquar
kanarvan,longsword,null,Bilbo123
kaoveh,cousin,null,gtrem
karilth,purity,null,LadyLEadCrow
karliik,head,null,
karliiken,heads,null,maraich
karoth,slaver,null,fpe
karral,swirl,null,ashnazg1
kat,didn't,null,fpe
katrill,slaughter,null,ANIMAL25_17
kavakna,sorrys,null,UnderWorldSwan
kaztirth,cries,null,fpe
ke'brei,breaker,null,loveiessheart
ke'hl'ash,bounty,null,ODarkstorm
ke,indeed,null,fpe
keer,taught,null,fpe
keeshe,dagger,null,krynn
keffal,seen,null,fpe
kel'nar,dad,null,fpe
kel'tahk,invincible,null,zenithan
kelia,bored,null,fpe
kelliat,daggar,null,ahramits
kenoth,fake,null,cool142
kerath,carnage,null,fpe
kerol,oger,null,viaxus
